Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSG00000069431,ABCC9,0.37210853403777466,0.9836942251267633,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004472568907377165,0.08251454237600588,-1.7845846051279368,0,0.09282756409193199,-1.581148200311335,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018638216463653147,0.15274540167870668,-0.694428125113383,0.0000000000000000000004595419081787162,0.652338396219478,1.6128874742638843,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016992508679595174,0.42528283743076967,0.9012074858295029,0.0000000000000000000000000000000000000000000000000000000047922026163336656,0.1438254194751426,-0.7767179961571311,0.00000000000000000000046878961775340305,0.20045671461475834,-0.2752586530209453,0.0014535839637610003,0.2629718414104702,0.14057153100129094,0.6274870198063881
ENSG00000123612,ACVR1C,0.37188938884693973,-0.6082825713453515,0.000000000000000000000000000000000000000000000000000000000000000000000000000004347352384250594,0.9115611889245823,1.1835885099599779,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013947013063940247,0.630321413367391,0.38975500787882456,0.00000000000000000000000000004521814228399723,0.4035320379232809,-0.3609284065709367,0.0000000016045092407624157,0.2038557488185869,-1.3813130155761564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184281105555949,0.21613115753456513,-1.298866986125124,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009953978770258189,0.28448033872137424,-0.8798395782125211,0.00000000000000000000000000000000000024744472465534023,0.28063940046066166,-0.8905678433986123,0.0000000000000000000000000000569640960768649,0.2515382830882758,-1.0087005710132813,0.0002033924699361405
ENSG00000151388,ADAMTS12,0.03522758942672101,0.1914973662217898,0.012870630982289948,0.02730855951962371,-0.289463170162092,0.0011548382749116777,0.01692831434210746,-1.0785111569018415,0.00000000000000000000000006817427232702008,0.03599581558940064,0.18482547302127728,0.19620201213612942,0.03430743089873779,0.11065442754720589,0.4812609548712659,0.08608022420644681,1.6126821021078865,0.0000000000000000000000000000000000000000000000000006800752246132642,0.014411364676867995,-1.1745634331559796,0.0000000016695484344276947,0.03441803967913775,0.11831468703811066,0.5479737697679101,0.026678302751786828,-0.08272181905178311,0.910360160703294
ENSG00000145536,ADAMTS16,0.049252881640158924,1.600671833791651,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002582004284106481,0.01943250596544652,-0.49531948474683496,0.0000006128161390056171,0.011444494203114903,-1.3471290183569504,0.00000000000000000000000000000091220600124249,0.01728746406596215,-0.5899309671274269,0.0006726828511797625,0.025357666316458367,-0.010837778551987753,0.9292427626479346,0.010236567202928811,-1.3615626899606514,0.0000000000045461610790479314,0.016717183025166876,-0.6289156437447465,0.0011772778444847911,0.015507028866424702,-0.7230935266976353,0.0012412925424273983,0.022867116644388712,0.044074710687453056,1
ENSG00000156140,ADAMTS3,0.07407107450221899,0.5466348179065741,0.0000000000000000000011424503716489373,0.03496378914237537,-0.8604875403192587,0.00000000000000000000000000000004136374403355565,0.04474479330801174,-0.4356366731986059,0.0000000008424926173673907,0.03599581558940064,-0.7037756021428656,0.000000009496405820800618,0.05668184235443635,-0.015220511376538681,0.9103090285274041,0.11958171687057748,1.1779059699235468,0.000000000000000000000000000000000000000008031894354404311,0.07349795985202678,0.3837210139385401,0.000627651647792581,0.034039819462883494,-0.7655014982260582,0.0000010999811840210358,0.038111861073981186,-0.4624908835409398,0.36827922904737864
ENSG00000197381,ADARB1,0.3714510984652698,-0.6398645496929822,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010765913558046036,0.7957022329033215,0.8431631978075507,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019657869060577584,0.5985311516920718,0.26135368715652463,0.0000000000000000004925191265889125,0.42342446232794967,-0.312250847317756,0.0000000003144477938229931,0.48005542801059914,-0.11970154782978892,0.01771760516799108,0.18193171710659842,-1.5777029311402027,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011015901250856145,0.542155539143774,0.0668245301825019,0.2195184866442483,0.4364661295574172,-0.2593482364577583,0.00003225586950571784,0.8422721297349842,0.7030983756087322,0.00003478469798784402
ENSG00000141433,ADCYAP1,0.4857353154857053,-0.8480693366079949,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017159070360076335,0.5014175402902338,-0.7333693015840433,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003646739517918485,2.019635324233027,2.163600345950025,0,0.43431793283526826,-0.8550541998642986,0.0000000000000000000000000000000000000000000000000018181570871327778,0.37042081187767617,-1.090240387546757,0.0000000000000000000000000000000000000000000000000000000000000000000000000008057975105582034,0.12446735121742986,-2.697755990447696,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000374355534138752,0.5300499928152049,-0.5493329670933248,0.00000000000000000015830499110441221,0.534803385783525,-0.5297298909995369,0.000000000000020572506719904826,0.33919556355843256,-1.1611508904729737,0.000002327873839362901
ENSG00000120907,ADRA1A,0.5901579989185672,-0.1258129444958116,0.000001114013171795472,0.5427116154668076,-0.26430315632191526,0.00000000000000000004226597455175816,0.4205056863102844,-0.6932596132863279,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000029189873108484685,0.6320581040007258,0.009036403340663912,0.8554421402428345,0.342577099843918,-0.9185234412483726,0.0000000000000000000000000000000000000000000000000000000000000000000010972127060353315,1.072978362270629,0.8479861223350617,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000002120248195623407,1.6509659373819976,1.5361333729419506,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033808699038847627,0.7015985011516542,0.16639987143622115,0.004417349752610299,0.48783182174695916,-0.3610294604459985,0.10460224318902123
ENSG00000170214,ADRA1B,0.047280574922644224,-1.1594183771977806,0.00000000000000000000000000000000000000000000000000000000000000000000003635592000642819,0.18438798274031643,1.5542147055735493,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002842000151570772,0.041804194103044715,-1.263632759391509,0.0000000000000000000000000000000000000000000000000000000000029731639758953075,0.0449947694867508,-1.0249412281605443,0.00000000000000026859378375161943,0.08750880924895436,-0.020273630210279947,0.8826748907739184,0.09003526153485113,0.023315422523403573,0.8298196179495051,0.17293637612241594,1.0435396284191953,0.00000000000000000000000010301739923140169,0.06845785914202124,-0.3836739645231786,0.008709393274968813,0.09527965268495296,0.15177239115317942,0.7510916244889322
ENSG00000159723,AGRP,0.019832639770564552,-1.951502414517659,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002489515407133201,0.2179532203169968,3.6418280391629483,0,0.017961497846555336,-1.976714105786478,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000003626340775716725,0.015629762032239754,-2.004940842329356,0.000000000000000000000000000009843742318411437,0.014170460588609088,-2.141537757837729,0.0000000000000000000000000000005558970318667979,0.011399813475988903,-2.4611165333598786,0.000000000000000000000000000000000000007425384423098732,0.020752365134689914,-1.5772636601391397,0.000000000000000005918058177635593,0.013615927785153397,-2.1597434269278737,0.000000000000000000006607574675396969,0,-3.9992973461074426,0.0000655889773308634
ENSG00000204472,AIF1,0.10036849740241507,-1.4622010938636734,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001793906283951456,0.06698325919907702,-2.0056306281537264,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012,0.09004591619534157,-1.526080207107766,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002068162946869395,0.19276706506429028,-0.24224639966082018,0.0037240056647603586,0.2540738723080437,0.1830574542122676,0.01688256779618731,0.4262134344492178,1.0128182862805315,0.0000000000000000000000000000000000000000000000000008241894657690591,0.11298509906664508,-1.037306653559464,0.0000000000000000000000014442853992337011,2.3600941494265886,4.150052126614829,0,0.4992653800691535,1.1570625615083117,0.000009055971431039202
ENSG00000171094,ALK,0.4096919342659716,-0.2537956990514443,0.0000000000016905934113659012,0.543006047375375,0.2881131132328255,0.00000000000006552462153727018,0.4286122030374908,-0.14820319262607407,0.000287096075774388,0.18211040913321772,-1.4148361192174745,0.0000000000000000000000000000000000000000000000000000000000000000000000000049333493296625505,0.08775741382068436,-2.481724061874245,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000329875366238573,0.19682126940176758,-1.3009030798086905,0.0000000000000000000000000000000000000000000000000000000000000000007398131483421382,1.9783921428404385,2.387055077844201,0,0.15166630671795867,-1.6575709656179054,0.0000000000000000000000000000000000000000000000000000000000006447889384967217,0.08765728047015672,-2.358752945426481,0.00000000011766653208606058
ENSG00000189292,ALKAL2,0.6917317948705747,2.1766127806081945,0,0.1634097092548912,-1.0892231628173288,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004054135253911995,0.09727820072647668,-1.888948125073367,0,0.18755714438687704,-0.7550964026704525,0.0000000000000000000000018400611430899053,0.24487550315403425,-0.3509321552901732,0.0000008071298891623194,0.16308712748302492,-0.9653789740671057,0.00000000000000000000000000000000000018103962264118995,0.14757237429112827,-1.1032224196903704,0.00000000000000000000000000000000000007432262837356723,0.14561478325789048,-1.1115390012506547,0.000000000000000000000000000009991967531562053,0.3010837024844514,-0.021426380446758042,1
ENSG00000154188,ANGPT1,0.17778153606486732,0.32020036553062736,0.00000000000000041531375073853074,0.10997031784991326,-0.5780357694019251,0.0000000000000000000000000000000000016397093428132497,0.10458996091180009,-0.6525729167601715,0.0000000000000000000000000000000000000000004966807200912868,0.15369265998369092,0.012724993219704217,0.8661398320820768,0.2160373728333561,0.5438893366707749,0.000000000000007717786734647008,0.3184968295638532,1.18099164682887,0.0000000000000000000000000000000000000000000000000000000000000000000000000001476438426285723,0.07609200549386302,-1.0403957207304435,0.000000000000000000000000034738602262897316,0.1501534258529416,-0.021421832114592032,0.8567366536545278,0.24010472476608147,0.67441164247446,0.013175746674999095
